TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,PreviousTransactionDate,is_weekend,TransactionType,Location,Channel,CustomerOccupation,Target
22.3,21.0,90.0,1.0,1200.35,2023-05-01 16:57:17,2024-11-04 08:12:18,WeekDays,Debit,Philadelphia,ATM,Student,0
203.12,56.0,181.0,1.0,1562.39,2023-01-18 16:59:48,2024-11-04 08:09:15,WeekDays,Debit,San Jose,ATM,Retired,1
315.94,49.0,172.0,1.0,7719.709999999999,2023-02-27 17:06:57,2024-11-04 08:12:09,WeekDays,Credit,Raleigh,Branch,Doctor,0
192.23,54.0,39.0,1.122664500406174,2610.67,2023-12-28 16:34:52,2024-11-04 08:06:41,WeekDays,Debit,Albuquerque,Online,Engineer,1
211.36,66.0,51.00000000000001,1.0,2060.02,2023-06-15 16:48:29,2024-11-04 08:09:11,WeekDays,Debit,Oklahoma City,Online,Retired,1
0.26,20.0,173.0,1.0,1833.67,2023-11-23 16:14:48,2024-11-04 08:07:45,WeekDays,Debit,Oklahoma City,Online,Student,0
210.77,71.0,161.0,1.0,5396.65,2023-05-31 16:50:20,2024-11-04 08:11:21,WeekDays,Debit,Mesa,ATM,Retired,1
406.65,57.0,107.0,1.0,12995.7,2023-11-08 18:32:44,2024-11-04 08:11:01,WeekDays,Debit,Mesa,ATM,Doctor,1
422.9,40.0,111.0,1.0,7616.43,2023-02-27 16:15:53,2024-11-04 08:10:52,WeekDays,Debit,Tucson,ATM,Engineer,0
20.62,35.0,225.0,1.0,12500.8,2023-06-21 17:10:18,2024-11-04 08:08:49,WeekDays,Credit,Philadelphia,ATM,Doctor,0
174.39,19.0,36.0,1.0,1127.08,2023-01-09 16:08:52,2024-11-04 08:11:01,WeekDays,Debit,San Francisco,ATM,Student,1
7.859999999999999,76.0,91.0,1.0,3621.98,2023-10-16 16:47:15,2024-11-04 08:07:51,WeekDays,Credit,Sacramento,Branch,Retired,1
211.36,49.0,44.0,1.0,5212.28,2023-01-03 18:18:14,2024-11-04 08:08:55,WeekDays,Debit,Denver,Online,Engineer,0
54.85,58.0,40.0,1.0,2727.45,2023-09-05 16:05:58,2024-11-04 08:09:36,WeekDays,Credit,San Francisco,Branch,Retired,1
204.7,49.0,95.0,1.122664500406174,5117.03,2023-09-21 16:08:00,2024-11-04 08:10:26,WeekDays,Debit,Oklahoma City,Branch,Doctor,0
16.55,26.0,159.0,1.0,6089.79,2023-09-11 17:05:50,2024-11-04 08:08:11,WeekDays,Debit,Tucson,Branch,Engineer,0
91.32,58.0,77.0,1.0,2618.1,2023-11-10 16:43:45,2024-11-04 08:08:22,WeekEnds,Debit,Milwaukee,Branch,Engineer,1
195.49,31.0,112.0,1.0,11988.12,2023-06-12 16:34:59,2024-11-04 08:08:35,WeekDays,Debit,Memphis,ATM,Doctor,0
49.62,55.0,111.0,1.0,3841.4199999999996,2023-12-07 16:19:07,2024-11-04 08:07:23,WeekDays,Debit,Portland,ATM,Engineer,1
487.16,28.0,84.00000000000001,1.0,321.21,2023-01-02 16:01:14,2024-11-04 08:12:22,WeekDays,Credit,Los Angeles,Branch,Student,0
405.6,37.0,44.0,1.0,9754.73,2023-08-08 17:41:41,2024-11-04 08:09:24,WeekDays,Debit,Tucson,Online,Engineer,0
512.95,57.0,143.0,1.0,9584.52,2023-10-16 17:08:36,2024-11-04 08:10:05,WeekDays,Debit,Columbus,Branch,Engineer,1
345.94,31.0,163.0,1.0,7624.56,2023-10-09 17:32:57,2024-11-04 08:11:40,WeekDays,Debit,Portland,ATM,Doctor,0
356.56,47.0,52.00000000000001,1.0,2485.73,2023-10-09 17:23:21,2024-11-04 08:11:57,WeekDays,Debit,New York,Online,Engineer,0
10.31,36.0,280.0,1.0,2137.9,2023-01-13 16:23:56,2024-11-04 08:11:14,WeekEnds,Debit,Louisville,Online,Engineer,0
211.69,30.0,111.0,1.0,6412.85,2023-10-20 16:02:07,2024-11-04 08:07:50,WeekEnds,Debit,Atlanta,Branch,Doctor,0
221.49,23.0,196.0,1.0,707.25,2023-09-13 18:11:22,2024-11-04 08:11:50,WeekDays,Credit,Oklahoma City,Branch,Student,0
278.23,48.0,83.0,1.0,8300.54,2023-05-04 17:49:33,2024-11-04 08:09:46,WeekDays,Debit,Fresno,Online,Engineer,0
116.88,45.0,263.0,1.0,7717.339999999999,2023-10-04 17:10:02,2024-11-04 08:10:02,WeekDays,Debit,Memphis,ATM,Doctor,0
328.77,39.0,247.0,1.0,6967.03,2023-04-03 17:59:23,2024-11-04 08:09:57,WeekDays,Credit,San Diego,Online,Doctor,0
77.53,54.0,55.0,1.0,5158.6,2023-07-25 18:00:25,2024-11-04 08:07:12,WeekDays,Debit,Louisville,Branch,Retired,1
421.74,67.0,103.0,1.0,12031.14,2023-06-20 17:07:05,2024-11-04 08:10:18,WeekDays,Debit,San Jose,Online,Doctor,1
313.69,73.0,151.99999999999997,1.0,7093.68,2023-03-10 16:35:33,2024-11-04 08:10:23,WeekEnds,Debit,Oklahoma City,Branch,Retired,1
411.72,29.0,153.0,1.0,8539.86,2023-06-20 18:43:51,2024-11-04 08:11:43,WeekDays,Debit,Washington,Branch,Doctor,0
508.73,59.0,89.0,1.0,7640.57,2023-07-14 16:22:54,2024-11-04 08:09:07,WeekEnds,Debit,Chicago,Branch,Retired,1
153.08,24.0,201.0,1.0,1292.21,2023-11-27 16:57:08,2024-11-04 08:09:29,WeekDays,Debit,Omaha,ATM,Student,0
23.01,63.0,166.0,1.0,5958.75,2023-06-09 18:33:04,2024-11-04 08:09:14,WeekEnds,Debit,Las Vegas,Branch,Retired,1
69.28,25.0,129.0,1.0,708.7399999999999,2023-10-30 16:36:24,2024-11-04 08:11:01,WeekDays,Debit,Los Angeles,Online,Student,0
51.25,28.0,66.0,1.0,1744.4,2023-08-29 16:16:15,2024-11-04 08:11:52,WeekDays,Credit,Austin,Branch,Student,0
407.65,25.0,263.0,1.0,273.78,2023-08-07 17:17:34,2024-11-04 08:08:37,WeekDays,Debit,Denver,ATM,Student,0
459.25,25.0,59.00000000000001,1.0,130.76,2023-05-23 16:44:33,2024-11-04 08:11:47,WeekDays,Debit,Tucson,Branch,Student,0
301.56,49.0,118.0,1.0,10389.6,2023-02-09 17:46:49,2024-11-04 08:10:23,WeekDays,Debit,Seattle,Branch,Doctor,0
17.67,63.0,91.0,1.0,1048.18,2023-06-27 17:50:21,2024-11-04 08:10:55,WeekDays,Debit,San Diego,Online,Doctor,1
5.29,32.0,132.0,1.0,12896.68,2023-03-13 18:24:20,2024-11-04 08:11:04,WeekDays,Credit,San Francisco,Online,Doctor,0
401.37,43.0,251.0,1.0,8208.54,2023-09-18 16:18:19,2024-11-04 08:11:41,WeekDays,Debit,Los Angeles,Branch,Engineer,0
145.4,38.0,24.0,1.0,5244.49,2023-07-06 17:53:38,2024-11-04 08:09:52,WeekDays,Debit,Tucson,Online,Engineer,0
556.34,37.0,45.99999999999999,1.0,11935.14,2023-10-19 16:34:22,2024-11-04 08:07:12,WeekDays,Debit,Seattle,Online,Doctor,0
34.31,24.0,251.0,1.0,1484.76,2023-04-28 16:55:28,2024-11-04 08:11:26,WeekEnds,Debit,Philadelphia,ATM,Student,0
780.59,23.0,145.0,1.0,6513.34,2023-06-28 17:58:48,2024-11-04 08:07:01,WeekDays,Credit,Tucson,Online,Student,0
282.65,35.0,161.0,1.0,13801.15,2023-03-08 17:42:36,2024-11-04 08:08:51,WeekDays,Debit,Fort Worth,ATM,Doctor,0
305.27,68.0,147.0,1.0,12958.65,2023-09-27 16:25:38,2024-11-04 08:09:31,WeekDays,Debit,Las Vegas,Online,Doctor,1
185.81,32.0,116.00000000000001,1.0,9588.71,2023-09-20 16:30:06,2024-11-04 08:10:15,WeekDays,Debit,Austin,Online,Doctor,0
66.01,49.0,179.0,1.0,3475.99,2023-10-06 18:39:39,2024-11-04 08:07:05,WeekEnds,Debit,Milwaukee,Online,Doctor,0
447.95,29.0,75.0,1.0,7544.399999999999,2023-01-11 17:27:56,2024-11-04 08:09:20,WeekDays,Debit,Tucson,Branch,Engineer,0
279.3,19.0,48.0,1.0,1193.61,2023-06-22 17:28:02,2024-11-04 08:07:20,WeekDays,Debit,Oklahoma City,ATM,Student,1
211.36,33.0,26.999999999999996,1.0,12063.77,2023-05-08 16:25:03,2024-11-04 08:07:00,WeekDays,Debit,Indianapolis,Online,Doctor,0
611.15,27.0,121.0,1.0,892.8299999999999,2023-08-11 17:12:30,2024-11-04 08:09:23,WeekEnds,Debit,Detroit,ATM,Student,0
275.2,54.0,81.0,1.0,1230.12,2023-08-24 17:13:38,2024-11-04 08:09:50,WeekDays,Debit,New York,Online,Engineer,1
427.79,18.0,189.0,1.0,1479.67,2023-02-21 17:42:42,2024-11-04 08:08:54,WeekDays,Debit,San Jose,Branch,Student,1
102.81,76.0,47.0,1.0,3228.87,2023-12-04 16:23:00,2024-11-04 08:08:07,WeekDays,Debit,Seattle,Branch,Retired,1
22.61,19.0,145.0,1.0,1111.67,2023-12-21 17:56:04,2024-11-04 08:06:47,WeekDays,Debit,Seattle,Online,Student,1
68.28,56.0,293.0,1.0,3213.16,2023-06-08 18:54:04,2024-11-04 08:08:24,WeekDays,Debit,Boston,Online,Engineer,1
33.65,63.0,146.0,1.0,12719.93,2023-09-18 17:18:03,2024-11-04 08:07:24,WeekDays,Credit,New York,Online,Doctor,1
362.68,63.0,137.0,1.0,2040.77,2023-01-16 18:02:19,2024-11-04 08:06:30,WeekDays,Credit,Miami,ATM,Retired,1
73.23,20.0,172.0,1.0,1309.85,2023-06-23 16:41:27,2024-11-04 08:12:22,WeekEnds,Debit,San Francisco,Branch,Student,0
654.49,25.0,104.0,1.0,164.61,2023-11-20 16:31:36,2024-11-04 08:08:39,WeekDays,Credit,Austin,Online,Student,0
18.56,49.0,161.0,1.0,4230.37,2023-04-24 17:04:21,2024-11-04 08:07:40,WeekDays,Credit,Memphis,Branch,Engineer,0
389.05,27.0,41.0,1.0,761.0,2023-01-06 17:35:08,2024-11-04 08:11:28,WeekEnds,Debit,Dallas,ATM,Student,0
7.38,67.0,112.0,1.0,2923.83,2023-03-15 16:47:45,2024-11-04 08:10:18,WeekDays,Debit,Houston,Online,Retired,1
109.48,45.0,93.0,1.0,7372.47,2023-06-26 17:38:22,2024-11-04 08:07:26,WeekDays,Debit,Baltimore,Online,Retired,0
66.91,39.0,85.0,1.0,871.1,2023-01-30 18:47:17,2024-11-04 08:10:19,WeekDays,Debit,Seattle,ATM,Doctor,0
335.48,45.0,155.0,1.0,3023.16,2023-03-02 16:06:18,2024-11-04 08:06:45,WeekDays,Debit,Oklahoma City,Branch,Engineer,0
38.14,19.0,174.0,1.0,1119.21,2023-12-28 16:51:20,2024-11-04 08:09:59,WeekDays,Debit,Albuquerque,Online,Student,1
211.36,60.0,173.0,1.0,11833.73,2023-12-20 18:12:25,2024-11-04 08:09:33,WeekDays,Debit,Detroit,Branch,Doctor,1
360.02,68.0,68.00000000000001,1.0,6400.59,2023-02-09 16:29:06,2024-11-04 08:08:53,WeekDays,Debit,Dallas,Online,Retired,1
567.71,63.0,80.0,1.0,13884.24,2023-02-06 18:39:23,2024-11-04 08:10:40,WeekDays,Debit,Memphis,Online,Doctor,1
218.19,19.0,185.0,1.0,620.83,2023-05-23 16:29:31,2024-11-04 08:10:27,WeekDays,Debit,Austin,ATM,Student,1
209.99,19.0,40.0,1.0,1938.0100000000002,2023-09-07 17:19:21,2024-11-04 08:11:39,WeekDays,Debit,Denver,ATM,Student,1
11.02,19.0,280.0,1.0,964.79,2023-11-13 16:32:53,2024-11-04 08:06:56,WeekDays,Debit,Tucson,Branch,Student,1
83.43,56.0,109.0,1.0,1870.16,2023-05-30 16:28:48,2024-11-04 08:11:40,WeekDays,Debit,New York,Online,Retired,1
344.97,34.0,106.0,1.0,5577.94,2023-03-20 17:30:52,2024-11-04 08:09:39,WeekDays,Debit,Austin,Online,Doctor,0
172.29,36.0,283.0,1.0,8700.8,2023-01-30 17:22:39,2024-11-04 08:08:42,WeekDays,Debit,El Paso,ATM,Engineer,0
195.54,60.0,255.0,1.0,2794.66,2023-07-17 16:05:23,2024-11-04 08:09:01,WeekDays,Debit,Omaha,Online,Retired,1
101.23,45.0,87.0,1.0,6169.71,2023-08-04 18:34:01,2024-11-04 08:06:42,WeekEnds,Debit,Colorado Springs,Online,Engineer,0
180.46,25.0,34.0,1.0,831.7499999999999,2023-03-13 16:26:30,2024-11-04 08:11:23,WeekDays,Debit,Fresno,ATM,Student,0
692.55,53.0,109.0,1.0,2451.56,2023-03-07 16:51:37,2024-11-04 08:12:17,WeekDays,Debit,Charlotte,Branch,Retired,1
147.31,34.0,91.99999999999999,1.0,13625.52,2023-06-12 17:10:27,2024-11-04 08:07:58,WeekDays,Credit,Mesa,Online,Doctor,0
107.48,20.0,103.0,1.0,1379.39,2023-02-07 17:38:18,2024-11-04 08:12:07,WeekDays,Debit,Los Angeles,Branch,Student,0
211.36,62.0,83.0,1.0,11498.01,2023-09-15 17:31:42,2024-11-04 08:10:52,WeekEnds,Credit,Columbus,Online,Doctor,1
81.51,25.0,97.0,1.0,865.4899999999999,2023-08-10 16:10:22,2024-11-04 08:07:15,WeekDays,Debit,Washington,Branch,Student,0
365.48,76.0,215.99999999999997,1.0,7147.4,2023-05-22 17:59:02,2024-11-04 08:10:38,WeekDays,Credit,Seattle,Online,Retired,1
491.1,35.0,125.0,1.0,7833.85,2023-06-05 16:08:37,2024-11-04 08:07:32,WeekDays,Credit,Houston,Online,Engineer,0
452.8,80.0,151.0,1.0,4840.67,2023-11-24 16:45:11,2024-11-04 08:07:34,WeekEnds,Debit,Los Angeles,Branch,Retired,1
645.04,70.0,78.0,1.0,7361.47,2023-12-22 17:08:55,2024-11-04 08:07:29,WeekEnds,Debit,Memphis,Branch,Retired,1
169.28,45.0,114.0,1.0,5128.44,2023-03-27 18:08:06,2024-11-04 08:11:54,WeekDays,Debit,Philadelphia,Branch,Doctor,0
88.42,62.0,91.0,1.0,12381.45,2023-10-18 16:28:19,2024-11-04 08:09:15,WeekDays,Debit,El Paso,ATM,Doctor,1
155.53,29.0,66.0,1.0,4008.05,2023-03-24 17:04:32,2024-11-04 08:08:36,WeekEnds,Debit,Baltimore,ATM,Engineer,0
211.36,43.0,300.0,1.0,3493.13,2023-12-04 16:16:19,2024-11-04 08:10:11,WeekDays,Debit,Milwaukee,Online,Engineer,0
39.24,77.0,106.0,1.0,6462.41,2023-11-14 18:33:32,2024-11-04 08:11:18,WeekDays,Debit,Dallas,ATM,Retired,1
152.01,42.0,111.0,1.122664500406174,4625.12,2023-02-23 16:41:55,2024-11-04 08:11:14,WeekDays,Debit,Fort Worth,ATM,Engineer,0
78.77,48.0,50.00000000000001,1.0,6470.57,2023-05-08 18:36:59,2024-11-04 08:06:41,WeekDays,Credit,Las Vegas,ATM,Engineer,0
26.5,48.0,179.0,1.0,4854.83,2023-02-08 16:42:59,2024-11-04 08:07:24,WeekDays,Debit,Indianapolis,Online,Engineer,0
83.62,48.0,146.0,1.0,12652.22,2023-06-22 17:18:09,2024-11-04 08:12:06,WeekDays,Debit,Raleigh,ATM,Doctor,0
142.78,68.0,150.0,1.0,11705.88,2023-05-09 16:40:52,2024-11-04 08:12:22,WeekDays,Debit,San Diego,Branch,Doctor,1
55.99,35.0,95.0,1.0,932.61,2023-11-13 16:16:24,2024-11-04 08:07:20,WeekDays,Debit,El Paso,ATM,Doctor,0
774.48,61.0,30.999999999999996,1.0,11613.58,2023-03-06 16:12:45,2024-11-04 08:08:33,WeekDays,Debit,Louisville,Branch,Doctor,1
105.37,25.0,160.0,1.0,1068.55,2023-05-11 18:31:20,2024-11-04 08:09:44,WeekDays,Debit,Sacramento,ATM,Student,0
118.83,28.0,295.0,1.0,1616.3,2023-06-26 16:10:25,2024-11-04 08:08:28,WeekDays,Debit,Virginia Beach,Online,Student,0
46.22,23.0,217.0,1.0,471.2799999999999,2023-11-13 16:41:09,2024-11-04 08:08:59,WeekDays,Debit,San Jose,Branch,Student,0
659.71,21.0,148.0,1.0,106.86,2023-05-05 16:10:24,2024-11-04 08:09:32,WeekEnds,Credit,San Jose,Branch,Student,0
377.97,72.0,160.0,1.0,2457.1,2023-11-17 16:50:08,2024-11-04 08:11:04,WeekEnds,Debit,Miami,Online,Retired,1
114.1,69.0,148.0,1.0,5882.12,2023-05-22 17:45:02,2024-11-04 08:11:19,WeekDays,Debit,Boston,Branch,Retired,1
11.3,55.0,41.0,1.0,1938.99,2023-12-01 16:33:43,2024-11-04 08:09:25,WeekEnds,Credit,Louisville,Online,Retired,1
95.5,57.0,17.0,1.0,4079.09,2023-05-22 16:24:02,2024-11-04 08:08:19,WeekDays,Debit,Omaha,Online,Retired,1
130.93,28.0,149.0,1.0,860.1199999999999,2023-02-08 16:52:09,2024-11-04 08:11:18,WeekDays,Credit,Houston,Branch,Engineer,0
272.97,68.0,174.0,1.0,7811.310000000001,2023-04-17 18:42:04,2024-11-04 08:10:58,WeekDays,Debit,Boston,Online,Retired,1
73.35,24.0,47.0,1.0,1181.84,2023-03-13 16:33:49,2024-11-04 08:09:57,WeekDays,Debit,San Francisco,Branch,Student,0
29.94,58.0,243.0,1.0,10915.54,2023-10-13 16:22:08,2024-11-04 08:12:01,WeekEnds,Debit,San Francisco,ATM,Doctor,1
307.24,19.0,136.0,1.122664500406174,1670.72,2023-11-02 16:05:49,2024-11-04 08:09:50,WeekDays,Debit,San Jose,ATM,Student,1
820.46,53.0,243.0,1.0,5621.86,2023-04-03 16:22:48,2024-11-04 08:10:23,WeekDays,Credit,Fort Worth,Online,Engineer,1
153.07,56.0,116.00000000000001,1.0,8873.43,2023-04-03 18:37:57,2024-11-04 08:12:06,WeekDays,Debit,Detroit,ATM,Engineer,1
52.94,41.0,146.0,1.0,6990.92,2023-06-12 17:36:25,2024-11-04 08:11:08,WeekDays,Debit,Tucson,Branch,Doctor,0
384.41,60.0,65.0,1.0,7831.56,2023-04-17 16:53:29,2024-11-04 08:10:13,WeekDays,Debit,Jacksonville,ATM,Engineer,1
235.42,51.0,175.0,1.0,6173.23,2023-07-10 18:34:22,2024-11-04 08:11:06,WeekDays,Debit,Phoenix,Branch,Retired,1
114.23,56.0,64.0,1.0,9523.72,2023-06-07 17:35:50,2024-11-04 08:06:35,WeekDays,Debit,Dallas,ATM,Doctor,1
12.62,33.0,61.00000000000001,1.0,6420.47,2023-05-05 16:35:44,2024-11-04 08:09:03,WeekEnds,Debit,El Paso,Branch,Doctor,0
211.36,23.0,145.0,1.0,1146.09,2023-12-22 18:24:01,2024-11-04 08:07:23,WeekEnds,Debit,Fort Worth,ATM,Student,0
373.52,35.0,235.0,1.0,6430.41,2023-09-25 16:23:23,2024-11-04 08:11:16,WeekDays,Debit,Colorado Springs,ATM,Engineer,0
336.05,28.0,164.0,1.0,1635.05,2023-04-24 17:18:18,2024-11-04 08:12:13,WeekDays,Debit,San Antonio,Branch,Student,0
366.93,66.0,33.0,1.0,6697.79,2023-12-11 18:43:00,2024-11-04 08:11:33,WeekDays,Debit,Houston,Online,Retired,1
112.27,58.0,102.0,1.0,7369.89,2023-10-19 17:34:53,2024-11-04 08:11:23,WeekDays,Debit,Seattle,Branch,Doctor,1
494.9599999999999,40.0,132.0,1.0,6903.68,2023-03-31 16:34:38,2024-11-04 08:08:34,WeekEnds,Debit,Sacramento,ATM,Engineer,0
561.58,65.0,22.999999999999996,1.0,11748.86,2023-06-23 17:38:26,2024-11-04 08:06:32,WeekEnds,Debit,Sacramento,Online,Doctor,1
440.94,42.0,148.0,1.0,7303.23,2023-09-13 18:38:27,2024-11-04 08:11:22,WeekDays,Debit,San Antonio,Online,Doctor,0
71.9,29.0,51.00000000000001,1.0,10619.35,2023-02-20 16:28:39,2024-11-04 08:12:07,WeekDays,Debit,Los Angeles,Branch,Doctor,0
256.66,54.0,137.0,1.0,1794.5,2023-07-17 17:08:03,2024-11-04 08:06:55,WeekDays,Credit,Raleigh,Online,Retired,1
166.55,59.0,99.0,1.0,12970.21,2023-07-13 17:51:44,2024-11-04 08:09:36,WeekDays,Credit,Houston,Branch,Doctor,1
276.26,56.0,143.0,1.0,120.88999999999999,2023-02-13 17:04:50,2024-11-04 08:11:47,WeekDays,Debit,Louisville,Branch,Doctor,1
35.46,67.0,164.0,1.0,5692.31,2023-07-18 16:38:11,2024-11-04 08:10:12,WeekDays,Debit,Indianapolis,ATM,Doctor,1
38.14,50.0,165.0,1.0,9879.87,2023-04-07 16:16:00,2024-11-04 08:07:16,WeekEnds,Debit,Portland,Branch,Engineer,1
506.25999999999993,64.0,86.0,1.0,6266.65,2023-12-18 18:26:07,2024-11-04 08:11:53,WeekDays,Credit,Baltimore,ATM,Retired,1
736.32,31.0,28.0,1.0,14268.95,2023-04-12 17:06:06,2024-11-04 08:10:23,WeekDays,Debit,Indianapolis,Online,Doctor,0
389.43,52.0,151.0,1.0,6449.83,2023-11-27 18:01:47,2024-11-04 08:10:57,WeekDays,Credit,Austin,ATM,Engineer,1
25.58,60.0,166.0,1.0,6741.41,2023-11-16 16:33:22,2024-11-04 08:06:29,WeekDays,Debit,Omaha,ATM,Engineer,1
446.1,25.0,243.0,1.0,1008.44,2023-09-19 17:45:19,2024-11-04 08:08:30,WeekDays,Debit,Seattle,ATM,Student,0
147.74,23.0,15.0,1.0,1711.78,2023-09-05 16:52:06,2024-11-04 08:12:18,WeekDays,Debit,Raleigh,Branch,Student,0
211.36,26.0,254.0,1.0,1821.0,2023-02-20 16:36:36,2024-11-04 08:09:05,WeekDays,Debit,San Francisco,ATM,Student,0
46.23,77.0,282.0,1.0,5107.75,2023-05-29 17:45:26,2024-11-04 08:09:46,WeekDays,Debit,Fresno,Online,Retired,1
265.37,33.0,77.0,1.0,5229.95,2023-05-26 17:56:17,2024-11-04 08:09:20,WeekEnds,Debit,Washington,Branch,Engineer,0
342.57,20.0,91.0,1.0,339.16,2023-02-03 17:10:00,2024-11-04 08:09:51,WeekEnds,Debit,Boston,Online,Student,0
417.26,32.0,45.0,1.0,10442.48,2023-02-27 17:01:24,2024-11-04 08:11:53,WeekDays,Credit,New York,Online,Doctor,0
33.63,63.0,75.99999999999999,1.0,4324.4,2023-11-03 16:50:08,2024-11-04 08:10:52,WeekEnds,Debit,Columbus,Online,Retired,1
64.58,55.0,173.0,1.0,6292.29,2023-12-04 18:06:30,2024-11-04 08:11:27,WeekDays,Debit,El Paso,Branch,Retired,1
23.23,21.0,122.0,1.0,269.01,2023-04-20 16:34:59,2024-11-04 08:09:54,WeekDays,Credit,Miami,Branch,Student,0
211.36,78.0,112.0,1.0,4734.110000000001,2023-08-07 16:15:05,2024-11-04 08:07:59,WeekDays,Credit,Jacksonville,ATM,Retired,1
278.88,64.0,179.0,1.122664500406174,1334.09,2023-09-29 16:53:14,2024-11-04 08:09:44,WeekEnds,Debit,Kansas City,Branch,Doctor,1
285.49,53.0,109.0,1.0,6366.84,2023-08-11 18:42:10,2024-11-04 08:12:14,WeekEnds,Credit,Charlotte,Branch,Doctor,1
71.87,22.0,258.0,1.0,1839.1,2023-01-16 18:03:02,2024-11-04 08:12:07,WeekDays,Debit,Nashville,ATM,Student,0
308.8,53.0,41.0,1.0,3966.5399999999995,2023-12-26 16:08:51,2024-11-04 08:09:59,WeekDays,Debit,Baltimore,ATM,Retired,1
135.35,45.0,82.0,1.0,9983.36,2023-07-28 18:42:51,2024-11-04 08:07:24,WeekEnds,Debit,Houston,Branch,Engineer,0
288.43,66.0,72.0,1.0,4577.09,2023-05-08 16:37:53,2024-11-04 08:09:00,WeekDays,Debit,Phoenix,Branch,Retired,1
147.46,65.0,205.0,1.0,7458.029999999999,2023-10-12 16:58:25,2024-11-04 08:11:31,WeekDays,Credit,Albuquerque,Online,Doctor,1
214.15,32.0,217.0,1.0,6397.29,2023-10-30 17:07:54,2024-11-04 08:10:59,WeekDays,Debit,Albuquerque,Branch,Engineer,0
71.34,49.0,144.0,1.122664500406174,6345.03,2023-08-28 16:00:00,2024-11-04 08:09:43,WeekDays,Debit,Miami,Online,Engineer,0
170.36,30.0,118.0,1.0,6034.73,2023-03-27 16:56:29,2024-11-04 08:09:24,WeekDays,Debit,Indianapolis,ATM,Doctor,0
211.36,53.0,32.0,1.0,765.8099999999998,2023-12-18 17:22:16,2024-11-04 08:08:58,WeekDays,Debit,Raleigh,ATM,Engineer,1
736.53,55.0,120.0,1.0,9826.26,2023-05-10 17:05:08,2024-11-04 08:09:38,WeekDays,Debit,Philadelphia,ATM,Engineer,1
213.42,45.0,17.0,1.0,3736.3800000000006,2023-07-27 17:30:14,2024-11-04 08:11:26,WeekDays,Debit,Columbus,ATM,Engineer,0
94.09,27.0,203.0,1.0,646.8499999999999,2023-09-12 16:32:09,2024-11-04 08:10:29,WeekDays,Debit,Miami,Branch,Student,0
91.23,72.0,86.0,1.0,6385.12,2023-05-15 16:13:54,2024-11-04 08:08:29,WeekDays,Credit,Boston,ATM,Retired,1
263.92,57.0,233.0,1.0,4161.71,2023-07-26 17:56:54,2024-11-04 08:10:43,WeekDays,Credit,San Diego,Branch,Retired,1
77.5,51.0,201.0,1.0,11079.77,2023-05-23 16:44:55,2024-11-04 08:08:15,WeekDays,Credit,Fort Worth,Online,Doctor,1
3.65,69.0,146.0,1.0,10017.11,2023-02-13 17:48:36,2024-11-04 08:11:01,WeekDays,Debit,Miami,Online,Doctor,1
43.88,26.0,251.0,1.0,1644.09,2023-11-13 17:43:37,2024-11-04 08:08:21,WeekDays,Credit,Seattle,Online,Student,0
211.36,28.0,132.0,1.0,387.65,2023-04-28 16:32:10,2024-11-04 08:07:44,WeekEnds,Debit,El Paso,ATM,Student,0
224.79,18.0,129.0,1.0,528.38,2023-08-22 16:34:34,2024-11-04 08:10:25,WeekDays,Debit,Boston,Online,Student,1
64.3,55.0,67.0,1.0,7530.299999999999,2023-09-04 17:36:40,2024-11-04 08:11:58,WeekDays,Debit,Louisville,ATM,Retired,1
111.79,62.0,49.0,1.0,10887.59,2023-12-26 17:40:23,2024-11-04 08:11:34,WeekDays,Debit,Jacksonville,Online,Doctor,1
211.36,59.0,153.0,1.0,7104.61,2023-03-20 16:48:00,2024-11-04 08:10:20,WeekDays,Debit,San Francisco,ATM,Retired,1
613.7,61.0,37.0,1.0,7307.11,2023-02-22 17:33:56,2024-11-04 08:10:53,WeekDays,Credit,Fort Worth,Branch,Retired,1
26.07,20.0,18.999999999999996,1.122664500406174,349.98,2023-03-16 17:00:29,2024-11-04 08:10:16,WeekDays,Debit,Baltimore,Branch,Student,0
170.45,60.0,199.0,1.0,2284.41,2023-01-05 16:56:49,2024-11-04 08:09:17,WeekDays,Debit,San Francisco,Branch,Engineer,1
344.27,22.0,123.0,1.0,1918.3600000000001,2023-09-19 17:23:14,2024-11-04 08:09:37,WeekDays,Debit,San Antonio,Branch,Student,0
872.72,22.0,288.0,1.0,503.01,2023-04-24 16:47:17,2024-11-04 08:10:49,WeekDays,Debit,Washington,Online,Student,0
292.95,37.0,56.0,1.0,1216.91,2023-02-16 16:23:11,2024-11-04 08:11:13,WeekDays,Debit,Memphis,Branch,Engineer,0
28.44,18.0,243.0,1.0,1071.04,2023-08-31 17:43:38,2024-11-04 08:09:03,WeekDays,Debit,Fresno,ATM,Student,1
209.02,21.0,74.0,1.0,187.9,2023-03-03 17:08:36,2024-11-04 08:11:19,WeekEnds,Debit,El Paso,ATM,Student,0
20.05,72.0,171.0,1.0,7145.67,2023-11-29 17:43:51,2024-11-04 08:08:00,WeekDays,Debit,Chicago,ATM,Retired,1
175.02,28.0,71.0,1.0,1493.88,2023-04-10 16:23:53,2024-11-04 08:09:21,WeekDays,Debit,Phoenix,Online,Student,0
